review_id,source,entity,rating,rating_scale,title,review_text,review_date,language,reviewer_name,owner_reply,source_url
GAME-015,support_survey,Verdant Protocol,1,5,Xbox Series X feedback 015,"In Verdant Protocol on Xbox Series X, a disconnect at the extraction screen removed the mission rewards even though the server recorded completion. The twenty-minute run felt wasted. This occurred on a fresh account with no prior unlocks on 2026-03-22.",2026-03-22T12:00:00.000Z,en,Player 015,,https://feedback.northstarforge.example/reviews/GAME-015
GAME-016,steam,Echoes of Aster,5,5,Nintendo Switch feedback 016,"In Echoes of Aster on Nintendo Switch, the soundtrack becomes quieter during dialogue and returns smoothly afterward. Important story scenes remain easy to follow. This occurred on a fresh account with no prior unlocks on 2026-04-03.",2026-04-03T12:00:00.000Z,en,Player 016,,https://feedback.northstarforge.example/reviews/GAME-016
GAME-017,playstation_store,Skybound Frontier,2,5,PC feedback 017,"In Skybound Frontier on PC, cross-play voice chat cuts out whenever a PlayStation player joins an Xbox party. Our mixed-platform team has to use a separate call. This occurred after the June balance update on 2026-05-10.",2026-05-10T12:00:00.000Z,en,Player 017,,https://feedback.northstarforge.example/reviews/GAME-017
GAME-018,xbox_store,Iron Harbor,2,5,PlayStation 5 feedback 018,"In Iron Harbor on PlayStation 5, die Verbindung bricht in Ranglistenmatches kurz vor dem Ende ab. Trotz vollständiger Runde verliere ich Punkte. This occurred after the June balance update on 2026-06-17.",2026-06-17T12:00:00.000Z,de,Player 018,,https://feedback.northstarforge.example/reviews/GAME-018
GAME-019,discord,Verdant Protocol,2,5,Xbox Series X feedback 019,"In Verdant Protocol on Xbox Series X, el emparejamiento tarda mucho y luego crea partidas con mucha diferencia de nivel. Nuestro grupo dejó de jugar competitivo. This occurred after the June balance update on 2026-01-24.",2026-01-24T12:00:00.000Z,es,Player 019,Thanks for the detailed report. The team has linked this case to the relevant investigation.,https://feedback.northstarforge.example/reviews/GAME-019
GAME-020,support_survey,Echoes of Aster,2,5,Nintendo Switch feedback 020,"In Echoes of Aster on Nintendo Switch, le jeu se fige quand plusieurs effets apparaissent dans la zone centrale. Je rate des actions sans que ce soit une erreur de ma part. This occurred after the June balance update on 2026-02-05.",2026-02-05T12:00:00.000Z,fr,Player 020,,https://feedback.northstarforge.example/reviews/GAME-020
GAME-021,steam,Skybound Frontier,3,5,PC feedback 021,"In Skybound Frontier on PC, the quest log says “search the eastern ruins” but gives no clue which of three regions it means. Exploration turns into checking a guide. This occurred during a four-player evening session on 2026-03-12.",2026-03-12T12:00:00.000Z,en,Player 021,,https://feedback.northstarforge.example/reviews/GAME-021
GAME-022,playstation_store,Iron Harbor,1,5,PlayStation 5 feedback 022,"In Iron Harbor on PlayStation 5, the anti-cheat update blocks the game on Linux before the main menu appears. A title I previously played is now inaccessible. This occurred during a four-player evening session on 2026-04-19.",2026-04-19T12:00:00.000Z,en,Player 022,,https://feedback.northstarforge.example/reviews/GAME-022
GAME-023,xbox_store,Verdant Protocol,4,5,Xbox Series X feedback 023,"In Verdant Protocol on Xbox Series X, enemy factions fight each other and create unscripted openings. Repeated missions rarely unfold the same way. This occurred during a four-player evening session on 2026-05-26.",2026-05-26T12:00:00.000Z,en,Player 023,,https://feedback.northstarforge.example/reviews/GAME-023
GAME-024,discord,Echoes of Aster,2,5,Nintendo Switch feedback 024,"In Echoes of Aster on Nintendo Switch, camera shake returns to maximum after every restart even when it was disabled. Motion sickness makes longer sessions impossible. This occurred during a four-player evening session on 2026-06-07.",2026-06-07T12:00:00.000Z,en,Player 024,,https://feedback.northstarforge.example/reviews/GAME-024
GAME-025,support_survey,Skybound Frontier,5,5,PC feedback 025,"In Skybound Frontier on PC, customer support restored my missing founder skin after verifying the purchase receipt. The clear updates made the resolution feel trustworthy. This occurred while returning after three months away on 2026-01-14.",2026-01-14T12:00:00.000Z,en,Player 025,,https://feedback.northstarforge.example/reviews/GAME-025
GAME-026,steam,Iron Harbor,5,5,PlayStation 5 feedback 026,"In Iron Harbor on PlayStation 5, the combat finally clicked because parry timing is consistent and enemy wind-ups are readable. The boss rematch felt earned rather than lucky. This occurred while returning after three months away on 2026-02-21.",2026-02-21T12:00:00.000Z,en,Player 026,,https://feedback.northstarforge.example/reviews/GAME-026
GAME-027,playstation_store,Verdant Protocol,2,5,Xbox Series X feedback 027,"In Verdant Protocol on Xbox Series X, matchmaking repeatedly placed our new squad against coordinated high-rank teams. Two friends stopped queuing after three one-sided matches. This occurred while returning after three months away on 2026-03-02.",2026-03-02T12:00:00.000Z,en,Player 027,,https://feedback.northstarforge.example/reviews/GAME-027
GAME-028,xbox_store,Echoes of Aster,5,5,Nintendo Switch feedback 028,"In Echoes of Aster on Nintendo Switch, die Steuerung reagiert präzise, weil Ausweichfenster und Treffer klar lesbar sind. Der höhere Schwierigkeitsgrad fühlt sich fair an. This occurred while returning after three months away on 2026-04-09.",2026-04-09T12:00:00.000Z,de,Player 028,Thanks for the detailed report. The team has linked this case to the relevant investigation.,https://feedback.northstarforge.example/reviews/GAME-028
GAME-029,discord,Skybound Frontier,5,5,PC feedback 029,"In Skybound Frontier on PC, los subtítulos son grandes, claros y muestran quién está hablando. Pude seguir la historia sin perder información. This occurred on a fresh account with no prior unlocks on 2026-05-16.",2026-05-16T12:00:00.000Z,es,Player 029,,https://feedback.northstarforge.example/reviews/GAME-029
GAME-030,support_survey,Iron Harbor,5,5,PlayStation 5 feedback 030,"In Iron Harbor on PlayStation 5, les objectifs restent lisibles même pendant les combats chargés. Je comprends toujours la prochaine décision importante. This occurred on a fresh account with no prior unlocks on 2026-06-23.",2026-06-23T12:00:00.000Z,fr,Player 030,,https://feedback.northstarforge.example/reviews/GAME-030
GAME-031,steam,Verdant Protocol,5,5,Xbox Series X feedback 031,"In Verdant Protocol on Xbox Series X, the companion dialogue reacts to earlier choices instead of repeating generic lines. The crew feels unusually believable. This occurred on a fresh account with no prior unlocks on 2026-01-04.",2026-01-04T12:00:00.000Z,en,Player 031,,https://feedback.northstarforge.example/reviews/GAME-031
GAME-032,playstation_store,Echoes of Aster,3,5,Nintendo Switch feedback 032,"In Echoes of Aster on Nintendo Switch, the crafting screen hides required materials behind several nested tabs. I spend more time searching menus than planning upgrades. This occurred on a fresh account with no prior unlocks on 2026-02-11.",2026-02-11T12:00:00.000Z,en,Player 032,,https://feedback.northstarforge.example/reviews/GAME-032
GAME-033,xbox_store,Skybound Frontier,1,5,PC feedback 033,"In Skybound Frontier on PC, purchased currency was charged immediately but did not appear until the next day. I worried that the payment had been lost. This occurred after the June balance update on 2026-03-18.",2026-03-18T12:00:00.000Z,en,Player 033,,https://feedback.northstarforge.example/reviews/GAME-033
GAME-034,discord,Iron Harbor,4,5,PlayStation 5 feedback 034,"In Iron Harbor on PlayStation 5, seasonal challenges reward experimentation without forcing daily logins. I can return on weekends without falling behind. This occurred after the June balance update on 2026-04-25.",2026-04-25T12:00:00.000Z,en,Player 034,,https://feedback.northstarforge.example/reviews/GAME-034
GAME-035,support_survey,Verdant Protocol,2,5,Xbox Series X feedback 035,"In Verdant Protocol on Xbox Series X, the tutorial explains movement but never teaches how armor penetration works. The first armored encounter feels confusing rather than difficult. This occurred after the June balance update on 2026-05-06.",2026-05-06T12:00:00.000Z,en,Player 035,,https://feedback.northstarforge.example/reviews/GAME-035
GAME-036,steam,Echoes of Aster,5,5,Nintendo Switch feedback 036,"In Echoes of Aster on Nintendo Switch, weapon audio changes clearly by distance and surface material. Finding enemies by sound feels precise and fair. This occurred after the June balance update on 2026-06-13.",2026-06-13T12:00:00.000Z,en,Player 036,,https://feedback.northstarforge.example/reviews/GAME-036
GAME-037,playstation_store,Skybound Frontier,2,5,PC feedback 037,"In Skybound Frontier on PC, text chat moderation misses repeated slurs even after several reports. Our group now avoids public lobbies. This occurred during a four-player evening session on 2026-01-20.",2026-01-20T12:00:00.000Z,en,Player 037,Thanks for the detailed report. The team has linked this case to the relevant investigation.,https://feedback.northstarforge.example/reviews/GAME-037
GAME-038,xbox_store,Iron Harbor,2,5,PlayStation 5 feedback 038,"In Iron Harbor on PlayStation 5, die Verbindung bricht in Ranglistenmatches kurz vor dem Ende ab. Trotz vollständiger Runde verliere ich Punkte. This occurred during a four-player evening session on 2026-02-27.",2026-02-27T12:00:00.000Z,de,Player 038,,https://feedback.northstarforge.example/reviews/GAME-038
GAME-039,discord,Verdant Protocol,2,5,Xbox Series X feedback 039,"In Verdant Protocol on Xbox Series X, el emparejamiento tarda mucho y luego crea partidas con mucha diferencia de nivel. Nuestro grupo dejó de jugar competitivo. This occurred during a four-player evening session on 2026-03-08.",2026-03-08T12:00:00.000Z,es,Player 039,,https://feedback.northstarforge.example/reviews/GAME-039
GAME-040,support_survey,Echoes of Aster,2,5,Nintendo Switch feedback 040,"In Echoes of Aster on Nintendo Switch, le jeu se fige quand plusieurs effets apparaissent dans la zone centrale. Je rate des actions sans que ce soit une erreur de ma part. This occurred during a four-player evening session on 2026-04-15.",2026-04-15T12:00:00.000Z,fr,Player 040,,https://feedback.northstarforge.example/reviews/GAME-040
GAME-041,steam,Skybound Frontier,5,5,PC feedback 041,"In Skybound Frontier on PC, the soundtrack becomes quieter during dialogue and returns smoothly afterward. Important story scenes remain easy to follow. This occurred while returning after three months away on 2026-05-22.",2026-05-22T12:00:00.000Z,en,Player 041,,https://feedback.northstarforge.example/reviews/GAME-041
GAME-042,playstation_store,Iron Harbor,2,5,PlayStation 5 feedback 042,"In Iron Harbor on PlayStation 5, cross-play voice chat cuts out whenever a PlayStation player joins an Xbox party. Our mixed-platform team has to use a separate call. This occurred while returning after three months away on 2026-06-03.",2026-06-03T12:00:00.000Z,en,Player 042,,https://feedback.northstarforge.example/reviews/GAME-042
GAME-043,xbox_store,Verdant Protocol,4,5,Xbox Series X feedback 043,"In Verdant Protocol on Xbox Series X, difficulty options change enemy behavior as well as health values. Hard mode stays tense without turning every opponent into a damage sponge. This occurred while returning after three months away on 2026-01-10.",2026-01-10T12:00:00.000Z,en,Player 043,,https://feedback.northstarforge.example/reviews/GAME-043
GAME-044,discord,Echoes of Aster,2,5,Nintendo Switch feedback 044,"In Echoes of Aster on Nintendo Switch, the store rotates cosmetic bundles too quickly and does not show when an item will return. I hesitate to buy because the urgency feels artificial. This occurred while returning after three months away on 2026-02-17.",2026-02-17T12:00:00.000Z,en,Player 044,,https://feedback.northstarforge.example/reviews/GAME-044
GAME-045,support_survey,Skybound Frontier,5,5,PC feedback 045,"In Skybound Frontier on PC, local co-op preserves each player’s control settings and camera sensitivity. My partner and I can start playing without reconfiguring everything. This occurred on a fresh account with no prior unlocks on 2026-03-24.",2026-03-24T12:00:00.000Z,en,Player 045,,https://feedback.northstarforge.example/reviews/GAME-045
GAME-046,steam,Iron Harbor,3,5,PlayStation 5 feedback 046,"In Iron Harbor on PlayStation 5, the quest log says “search the eastern ruins” but gives no clue which of three regions it means. Exploration turns into checking a guide. This occurred on a fresh account with no prior unlocks on 2026-04-05.",2026-04-05T12:00:00.000Z,en,Player 046,Thanks for the detailed report. The team has linked this case to the relevant investigation.,https://feedback.northstarforge.example/reviews/GAME-046
GAME-047,playstation_store,Verdant Protocol,1,5,Xbox Series X feedback 047,"In Verdant Protocol on Xbox Series X, the anti-cheat update blocks the game on Linux before the main menu appears. A title I previously played is now inaccessible. This occurred on a fresh account with no prior unlocks on 2026-05-12.",2026-05-12T12:00:00.000Z,en,Player 047,,https://feedback.northstarforge.example/reviews/GAME-047
GAME-048,xbox_store,Echoes of Aster,5,5,Nintendo Switch feedback 048,"In Echoes of Aster on Nintendo Switch, die Steuerung reagiert präzise, weil Ausweichfenster und Treffer klar lesbar sind. Der höhere Schwierigkeitsgrad fühlt sich fair an. This occurred on a fresh account with no prior unlocks on 2026-06-19.",2026-06-19T12:00:00.000Z,de,Player 048,,https://feedback.northstarforge.example/reviews/GAME-048
GAME-049,discord,Skybound Frontier,5,5,PC feedback 049,"In Skybound Frontier on PC, los subtítulos son grandes, claros y muestran quién está hablando. Pude seguir la historia sin perder información. This occurred after the June balance update on 2026-01-26.",2026-01-26T12:00:00.000Z,es,Player 049,,https://feedback.northstarforge.example/reviews/GAME-049
GAME-050,support_survey,Iron Harbor,5,5,PlayStation 5 feedback 050,"In Iron Harbor on PlayStation 5, les objectifs restent lisibles même pendant les combats chargés. Je comprends toujours la prochaine décision importante. This occurred after the June balance update on 2026-02-07.",2026-02-07T12:00:00.000Z,fr,Player 050,,https://feedback.northstarforge.example/reviews/GAME-050
GAME-051,steam,Verdant Protocol,5,5,Xbox Series X feedback 051,"In Verdant Protocol on Xbox Series X, the combat finally clicked because parry timing is consistent and enemy wind-ups are readable. The boss rematch felt earned rather than lucky. This occurred after the June balance update on 2026-03-14.",2026-03-14T12:00:00.000Z,en,Player 051,,https://feedback.northstarforge.example/reviews/GAME-051
GAME-052,playstation_store,Echoes of Aster,2,5,Nintendo Switch feedback 052,"In Echoes of Aster on Nintendo Switch, matchmaking repeatedly placed our new squad against coordinated high-rank teams. Two friends stopped queuing after three one-sided matches. This occurred after the June balance update on 2026-04-21.",2026-04-21T12:00:00.000Z,en,Player 052,,https://feedback.northstarforge.example/reviews/GAME-052
GAME-053,xbox_store,Skybound Frontier,1,5,PC feedback 053,"In Skybound Frontier on PC, the game crashed during autosave after the chapter boss and corrupted the newest save slot. I lost nearly two hours of progress. This occurred during a four-player evening session on 2026-05-02.",2026-05-02T12:00:00.000Z,en,Player 053,,https://feedback.northstarforge.example/reviews/GAME-053
GAME-054,discord,Iron Harbor,4,5,PlayStation 5 feedback 054,"In Iron Harbor on PlayStation 5, the accessibility menu lets me resize subtitles, reduce flashes, and remap every action. I could play comfortably without asking someone else to change files. This occurred during a four-player evening session on 2026-06-09.",2026-06-09T12:00:00.000Z,en,Player 054,,https://feedback.northstarforge.example/reviews/GAME-054
GAME-055,support_survey,Verdant Protocol,2,5,Xbox Series X feedback 055,"In Verdant Protocol on Xbox Series X, controller input starts lagging whenever the frame rate drops in the city hub. Dodges feel unresponsive during the busiest fights. This occurred during a four-player evening session on 2026-01-16.",2026-01-16T12:00:00.000Z,en,Player 055,Thanks for the detailed report. The team has linked this case to the relevant investigation.,https://feedback.northstarforge.example/reviews/GAME-055
GAME-056,steam,Echoes of Aster,5,5,Nintendo Switch feedback 056,"In Echoes of Aster on Nintendo Switch, the companion dialogue reacts to earlier choices instead of repeating generic lines. The crew feels unusually believable. This occurred during a four-player evening session on 2026-02-23.",2026-02-23T12:00:00.000Z,en,Player 056,,https://feedback.northstarforge.example/reviews/GAME-056
GAME-057,playstation_store,Skybound Frontier,3,5,PC feedback 057,"In Skybound Frontier on PC, the crafting screen hides required materials behind several nested tabs. I spend more time searching menus than planning upgrades. This occurred while returning after three months away on 2026-03-04.",2026-03-04T12:00:00.000Z,en,Player 057,,https://feedback.northstarforge.example/reviews/GAME-057
GAME-058,xbox_store,Iron Harbor,2,5,PlayStation 5 feedback 058,"In Iron Harbor on PlayStation 5, die Verbindung bricht in Ranglistenmatches kurz vor dem Ende ab. Trotz vollständiger Runde verliere ich Punkte. This occurred while returning after three months away on 2026-04-11.",2026-04-11T12:00:00.000Z,de,Player 058,,https://feedback.northstarforge.example/reviews/GAME-058
GAME-059,discord,Verdant Protocol,2,5,Xbox Series X feedback 059,"In Verdant Protocol on Xbox Series X, el emparejamiento tarda mucho y luego crea partidas con mucha diferencia de nivel. Nuestro grupo dejó de jugar competitivo. This occurred while returning after three months away on 2026-05-18.",2026-05-18T12:00:00.000Z,es,Player 059,,https://feedback.northstarforge.example/reviews/GAME-059
GAME-060,support_survey,Echoes of Aster,2,5,Nintendo Switch feedback 060,"In Echoes of Aster on Nintendo Switch, le jeu se fige quand plusieurs effets apparaissent dans la zone centrale. Je rate des actions sans que ce soit une erreur de ma part. This occurred while returning after three months away on 2026-06-25.",2026-06-25T12:00:00.000Z,fr,Player 060,,https://feedback.northstarforge.example/reviews/GAME-060
GAME-061,steam,Skybound Frontier,5,5,PC feedback 061,"In Skybound Frontier on PC, weapon audio changes clearly by distance and surface material. Finding enemies by sound feels precise and fair. This occurred on a fresh account with no prior unlocks on 2026-01-06.",2026-01-06T12:00:00.000Z,en,Player 061,,https://feedback.northstarforge.example/reviews/GAME-061
GAME-062,playstation_store,Iron Harbor,2,5,PlayStation 5 feedback 062,"In Iron Harbor on PlayStation 5, text chat moderation misses repeated slurs even after several reports. Our group now avoids public lobbies. This occurred on a fresh account with no prior unlocks on 2026-02-13.",2026-02-13T12:00:00.000Z,en,Player 062,,https://feedback.northstarforge.example/reviews/GAME-062
GAME-063,xbox_store,Verdant Protocol,4,5,Xbox Series X feedback 063,"In Verdant Protocol on Xbox Series X, the latest patch reduced loading times from almost a minute to about fifteen seconds. Restarting missions is much less frustrating. This occurred on a fresh account with no prior unlocks on 2026-03-20.",2026-03-20T12:00:00.000Z,en,Player 063,,https://feedback.northstarforge.example/reviews/GAME-063
GAME-064,discord,Echoes of Aster,3,5,Nintendo Switch feedback 064,"In Echoes of Aster on Nintendo Switch, the map icons use very similar colors for quests and vendors. I keep walking to the wrong marker. This occurred on a fresh account with no prior unlocks on 2026-04-27.",2026-04-27T12:00:00.000Z,en,Player 064,Thanks for the detailed report. The team has linked this case to the relevant investigation.,https://feedback.northstarforge.example/reviews/GAME-064
GAME-065,support_survey,Skybound Frontier,1,5,PC feedback 065,"In Skybound Frontier on PC, a disconnect at the extraction screen removed the mission rewards even though the server recorded completion. The twenty-minute run felt wasted. This occurred after the June balance update on 2026-05-08.",2026-05-08T12:00:00.000Z,en,Player 065,,https://feedback.northstarforge.example/reviews/GAME-065
GAME-066,steam,Iron Harbor,5,5,PlayStation 5 feedback 066,"In Iron Harbor on PlayStation 5, the soundtrack becomes quieter during dialogue and returns smoothly afterward. Important story scenes remain easy to follow. This occurred after the June balance update on 2026-06-15.",2026-06-15T12:00:00.000Z,en,Player 066,,https://feedback.northstarforge.example/reviews/GAME-066
GAME-067,playstation_store,Verdant Protocol,2,5,Xbox Series X feedback 067,"In Verdant Protocol on Xbox Series X, cross-play voice chat cuts out whenever a PlayStation player joins an Xbox party. Our mixed-platform team has to use a separate call. This occurred after the June balance update on 2026-01-22.",2026-01-22T12:00:00.000Z,en,Player 067,,https://feedback.northstarforge.example/reviews/GAME-067
GAME-068,xbox_store,Echoes of Aster,5,5,Nintendo Switch feedback 068,"In Echoes of Aster on Nintendo Switch, die Steuerung reagiert präzise, weil Ausweichfenster und Treffer klar lesbar sind. Der höhere Schwierigkeitsgrad fühlt sich fair an. This occurred after the June balance update on 2026-02-03.",2026-02-03T12:00:00.000Z,de,Player 068,,https://feedback.northstarforge.example/reviews/GAME-068
GAME-069,discord,Skybound Frontier,5,5,PC feedback 069,"In Skybound Frontier on PC, los subtítulos son grandes, claros y muestran quién está hablando. Pude seguir la historia sin perder información. This occurred during a four-player evening session on 2026-03-10.",2026-03-10T12:00:00.000Z,es,Player 069,,https://feedback.northstarforge.example/reviews/GAME-069
GAME-070,support_survey,Iron Harbor,5,5,PlayStation 5 feedback 070,"In Iron Harbor on PlayStation 5, les objectifs restent lisibles même pendant les combats chargés. Je comprends toujours la prochaine décision importante. This occurred during a four-player evening session on 2026-04-17.",2026-04-17T12:00:00.000Z,fr,Player 070,,https://feedback.northstarforge.example/reviews/GAME-070
GAME-071,steam,Verdant Protocol,3,5,Xbox Series X feedback 071,"In Verdant Protocol on Xbox Series X, the quest log says “search the eastern ruins” but gives no clue which of three regions it means. Exploration turns into checking a guide. This occurred during a four-player evening session on 2026-05-24.",2026-05-24T12:00:00.000Z,en,Player 071,,https://feedback.northstarforge.example/reviews/GAME-071
GAME-072,playstation_store,Echoes of Aster,1,5,Nintendo Switch feedback 072,"In Echoes of Aster on Nintendo Switch, the anti-cheat update blocks the game on Linux before the main menu appears. A title I previously played is now inaccessible. This occurred during a four-player evening session on 2026-06-05.",2026-06-05T12:00:00.000Z,en,Player 072,,https://feedback.northstarforge.example/reviews/GAME-072
GAME-073,xbox_store,Skybound Frontier,4,5,PC feedback 073,"In Skybound Frontier on PC, enemy factions fight each other and create unscripted openings. Repeated missions rarely unfold the same way. This occurred while returning after three months away on 2026-01-12.",2026-01-12T12:00:00.000Z,en,Player 073,Thanks for the detailed report. The team has linked this case to the relevant investigation.,https://feedback.northstarforge.example/reviews/GAME-073
GAME-074,discord,Iron Harbor,2,5,PlayStation 5 feedback 074,"In Iron Harbor on PlayStation 5, camera shake returns to maximum after every restart even when it was disabled. Motion sickness makes longer sessions impossible. This occurred while returning after three months away on 2026-02-19.",2026-02-19T12:00:00.000Z,en,Player 074,,https://feedback.northstarforge.example/reviews/GAME-074
GAME-075,support_survey,Verdant Protocol,5,5,Xbox Series X feedback 075,"In Verdant Protocol on Xbox Series X, customer support restored my missing founder skin after verifying the purchase receipt. The clear updates made the resolution feel trustworthy. This occurred while returning after three months away on 2026-03-26.",2026-03-26T12:00:00.000Z,en,Player 075,,https://feedback.northstarforge.example/reviews/GAME-075
GAME-076,steam,Echoes of Aster,5,5,Nintendo Switch feedback 076,"In Echoes of Aster on Nintendo Switch, the combat finally clicked because parry timing is consistent and enemy wind-ups are readable. The boss rematch felt earned rather than lucky. This occurred while returning after three months away on 2026-04-07.",2026-04-07T12:00:00.000Z,en,Player 076,,https://feedback.northstarforge.example/reviews/GAME-076
GAME-077,playstation_store,Skybound Frontier,2,5,PC feedback 077,"In Skybound Frontier on PC, matchmaking repeatedly placed our new squad against coordinated high-rank teams. Two friends stopped queuing after three one-sided matches. This occurred on a fresh account with no prior unlocks on 2026-05-14.",2026-05-14T12:00:00.000Z,en,Player 077,,https://feedback.northstarforge.example/reviews/GAME-077
GAME-078,xbox_store,Iron Harbor,2,5,PlayStation 5 feedback 078,"In Iron Harbor on PlayStation 5, die Verbindung bricht in Ranglistenmatches kurz vor dem Ende ab. Trotz vollständiger Runde verliere ich Punkte. This occurred on a fresh account with no prior unlocks on 2026-06-21.",2026-06-21T12:00:00.000Z,de,Player 078,,https://feedback.northstarforge.example/reviews/GAME-078
GAME-079,discord,Verdant Protocol,2,5,Xbox Series X feedback 079,"In Verdant Protocol on Xbox Series X, el emparejamiento tarda mucho y luego crea partidas con mucha diferencia de nivel. Nuestro grupo dejó de jugar competitivo. This occurred on a fresh account with no prior unlocks on 2026-01-02.",2026-01-02T12:00:00.000Z,es,Player 079,,https://feedback.northstarforge.example/reviews/GAME-079
GAME-080,support_survey,Echoes of Aster,2,5,Nintendo Switch feedback 080,"In Echoes of Aster on Nintendo Switch, le jeu se fige quand plusieurs effets apparaissent dans la zone centrale. Je rate des actions sans que ce soit une erreur de ma part. This occurred on a fresh account with no prior unlocks on 2026-02-09.",2026-02-09T12:00:00.000Z,fr,Player 080,,https://feedback.northstarforge.example/reviews/GAME-080
